scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,key_part2.keys,key_part2.corr,key_part2.rt,key_part2.duration,qst_num,question,options,correct_answer,label_current,scene_left,scene_right,key_rate_2.keys,key_rate_2.corr,key_rate_2.rt,key_rate_2.duration,key_question_2.keys,key_question_2.corr,key_question_2.rt,key_question_2.duration,key_sceneLearn.keys,key_sceneLearn.rt,key_sceneLearn.duration,scene_again,integrated_stimulus,scene_cat,item_stimulus,item_cat,item_type,congruency,scene_id,key_resp_congruency.keys,key_resp_congruency.corr,key_resp_congruency.rt,key_resp_congruency.duration,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,p3_scene_loop.thisRepN,p3_scene_loop.thisTrialN,p3_scene_loop.thisN,p3_scene_loop.thisIndex,p3_vis_loop.thisRepN,p3_vis_loop.thisTrialN,p3_vis_loop.thisN,p3_vis_loop.thisIndex,skip_loop.thisRepN,skip_loop.thisTrialN,skip_loop.thisN,skip_loop.thisIndex,loop_msg.thisRepN,loop_msg.thisTrialN,loop_msg.thisN,loop_msg.thisIndex,trials_enc.thisRepN,trials_enc.thisTrialN,trials_enc.thisN,trials_enc.thisIndex,part4_loop.thisRepN,part4_loop.thisTrialN,part4_loop.thisN,part4_loop.thisIndex,key_resp_context.keys,key_resp_context.corr,key_resp_context.rt,key_resp_context.duration,key_resp_context_conf.keys,key_resp_context_conf.rt,key_resp_context_conf.duration,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,p2.started,scene_part2.started,p2.stopped,part2_question.started,text_part2_question.started,key_part2.started,part2_question.stopped,part2_loop.key_part2.keys,part2_loop.key_part2.corr,part2_loop.key_part2.rt,part2_loop.key_part2.duration,part2_feedback.started,text_part2_feedback.started,text_part2_feedback.stopped,part2_feedback.stopped,part3_instructions_2.started,text_part3_instructions_2.started,key_part3_instructions_2.started,part3_instructions_2.stopped,key_part3_instructions_2.keys,key_part3_instructions_2.rt,key_part3_instructions_2.duration,p3_reset_vis_vars.started,p3_reset_vis_vars.stopped,p3_skip_answered_questions.started,p3_skip_answered_questions.stopped,p3_blank1000.started,text.started,p3_blank1000.stopped,p3_visualize.started,text_p3_visualize.started,textbox_scene_name_2.started,p3_visualize.stopped,p3_rate.started,text_rate_2.started,key_rate_2.started,p3_rate.stopped,p3_vis_loop.key_rate_2.keys,p3_vis_loop.key_rate_2.corr,p3_vis_loop.key_rate_2.rt,p3_vis_loop.key_rate_2.duration,p3_question.started,text_question_2.started,text_option_2.started,key_question_2.started,text_5.started,p3_question.stopped,p3_vis_loop.key_question_2.keys,p3_vis_loop.key_question_2.corr,p3_vis_loop.key_question_2.rt,p3_vis_loop.key_question_2.duration,p3_study_again.started,study_scene_left.started,study_scene_right.started,study_name1_2.started,key_sceneLearn.started,text_6.started,text_7.started,p3_study_again.stopped,skip_loop.key_sceneLearn.keys,skip_loop.key_sceneLearn.rt,skip_loop.key_sceneLearn.duration,text.stopped,text_p3_visualize.stopped,textbox_scene_name_2.stopped,p3_correct_msg.started,text_next_scene_2.started,p3_correct_msg.stopped,text_next_scene_2.stopped,p4_instructions.started,text_part4_instructions.started,key_part4_instructions.started,p4_instructions.stopped,key_part4_instructions.keys,key_part4_instructions.rt,key_part4_instructions.duration,enc_instruction_screen.started,text_enc_instruction.started,key_proceed.started,enc_instruction_screen.stopped,key_proceed.keys,key_proceed.rt,key_proceed.duration,enc_inst_2.started,text_relatedness_keys.started,key_proceed_2.started,enc_inst_2.stopped,key_proceed_2.keys,key_proceed_2.rt,key_proceed_2.duration,get_stim_list.started,get_stim_list.stopped,integrated_scene_presentation.started,image_integrated.started,integrated_scene_presentation.stopped,congruency_response.started,text_congruency.started,key_resp_congruency.started,congruency_response.stopped,trials_enc.key_resp_congruency.keys,trials_enc.key_resp_congruency.corr,trials_enc.key_resp_congruency.rt,trials_enc.key_resp_congruency.duration,blank1000_2.started,text_8.started,text_8.stopped,blank1000_2.stopped,ret_inst_gen.started,text_9.started,ret_inst_gen.stopped,key_continue_7.keys,key_continue_7.rt,key_continue_7.duration,ret_inst_1.started,ret_inst_1.stopped,ret_inst_2.started,image_inst2.started,ret_inst_2.stopped,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,ret_inst_3.started,image_inst3.started,ret_inst_3.stopped,key_continue_3.keys,key_continue_3.rt,key_continue_3.duration,ret_inst_4.started,image_inst4.started,ret_inst_4.stopped,key_continue_4.keys,key_continue_4.rt,key_continue_4.duration,ret_inst_5.started,image_inst5.started,ret_inst_5.stopped,key_continue_5.keys,key_continue_5.rt,key_continue_5.duration,ret_inst_6.started,image_inst6.started,ret_inst_6.stopped,key_continue_6.keys,key_continue_6.rt,key_continue_6.duration,ret_inst_7.started,image_inst7.started,ret_inst_7.stopped,key_continue.keys,key_continue.rt,key_continue.duration,item_imagine_scene.started,item_cue.started,item_imagine_scene.stopped,p4_blank1000.started,text_10.started,p4_blank1000.stopped,select_context.started,text_contrext_headline.started,text_sea.started,text_jungle.started,key_resp_context.started,select_context.stopped,part4_loop.key_resp_context.keys,part4_loop.key_resp_context.corr,part4_loop.key_resp_context.rt,part4_loop.key_resp_context.duration,blank500.started,text_blank.started,text_blank.stopped,blank500.stopped,context_confidence.started,text_context_choice.started,slider_context_conf.started,key_resp_context_conf.started,context_confidence.stopped,part4_loop.key_resp_context_conf.keys,part4_loop.key_resp_context_conf.rt,part4_loop.key_resp_context_conf.duration,text_10.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,2,How did the lighting appear overall?,"1. Dim and bluish 
2. Bright and strong rays
3. Warm and golden",1,Somar,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,3,0,1.0175747090252116,None,1,1,1.4683579170377925,None,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,160.77118966693524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.7597520420095,160.75985812500585,160.75990666693542,160.77118966693524,161.7589745830046,161.76006124995183,161.77267166692764,161.77267166692764,165.7592033749679,165.7592522079358,165.76948133297265,165.76948133297265,166.79319624998607,3,0,1.0175747090252116,None,166.80630433291662,166.8151559169637,166.8151559169637,0.013014667085371912,166.8151559169637,168.27709245798178,1,1,1.4683579170377925,None,,,,,,,,,,,,161.77267166692764,165.76948133297265,165.76948133297265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,0,What material primarily covered the ground?,"1. Fine white sand
2. Pebbles and small rocks
3. Flat stone slabs",2,Somar,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,3,0,0.9089772079605609,None,2,1,1.0065611669560894,None,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,168.28990283294115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.2816028749803,168.28170020796824,168.281740999897,168.28990283294115,169.27500458294526,169.27591966697946,169.2856355829863,169.2856355829863,173.26969712495338,173.26973574992735,173.27327083295677,173.27327083295677,174.18800608289894,3,0,0.9089772079605609,None,174.20319854200352,174.21189970790874,174.21189970790874,0.015026582987047732,174.21189970790874,175.22100195800886,2,1,1.0065611669560894,None,,,,,,,,,,,,169.2856355829863,173.27327083295677,173.27327083295677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,1,What was the color of seaweed in the scene?,"1.  Green-yellow
2. Reddish.
3. Dark green",2,Somar,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,3,0,0.8875924160238355,None,1,0,1.3548413750249892,None,space,2.2215710000600666,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,182.65870029199868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.22629708296154,175.2263912919443,175.22642895800527,175.23509220790584,176.2197371670045,176.2216313749086,176.23274412495084,176.23274412495084,180.21958195790648,180.2196152919205,180.2231689170003,180.2231689170003,181.12132433289662,3,0,0.8875924160238355,None,181.13347016694024,181.1420603749575,181.1420603749575,0.0120523750083521,181.1420603749575,182.49262749997433,1,0,1.3548413750249892,None,182.64850145799574,182.65870029199868,182.65870029199868,182.65870029199868,182.65870029199868,182.65870029199868,182.65870029199868,184.88689099997282,space,2.2215710000600666,None,176.23274412495084,180.2231689170003,180.2231689170003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,1,What was the color of seaweed in the scene?,"1.  Green-yellow
2. Reddish.
3. Dark green",2,Somar,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,3,0,0.8875924160238355,None,1,0,1.3548413750249892,None,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,184.90235891693737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.89405683299992,184.90235891693737,186.88621262495872,186.90930895798374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,3,What type of vegetation was most visually prominent?,"1. Wide wing-like trees and green leaves
2.Tall trees with vines and moss
3. Bright tropical flowers and open palm trees",2,Negvi,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,3,0,0.9307912080548704,None,1,0,1.4356495829997584,None,space,2.159021000028588,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,194.39654200000223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.88932087493595,186.88943633297458,186.90448179200757,186.9045665829908,186.90460345800966,186.90930895798374,187.89216341695283,187.91802350000944,187.92497054196429,187.92497054196429,191.90887083299458,191.9089279168984,191.91924912494142,191.91924912494142,192.85408345796168,3,0,0.9307912080548704,None,192.87087462493218,192.8797064999817,192.8797064999817,0.01667987508699298,192.8797064999817,194.31081449997146,1,0,1.4356495829997584,None,194.38924887496978,194.39654200000223,194.39654200000223,194.39654200000223,194.39654200000223,194.39654200000223,194.39654200000223,196.55937641696073,space,2.159021000028588,None,187.92497054196429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,3,What type of vegetation was most visually prominent?,"1. Wide wing-like trees and green leaves
2.Tall trees with vines and moss
3. Bright tropical flowers and open palm trees",2,Negvi,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,3,0,0.9307912080548704,None,1,0,1.4356495829997584,None,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,0,What was the dominant ground texture throughout the scene?,"1. Green grass
2. Fallen leaves
3. Thick green moss
4. Shrubs and dirt",3,Negvi,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,3,0,0.8169176250230521,None,3,1,1.9961030420381576,None,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,196.57306333293673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.56442329194397,196.5645197079284,196.56455891695805,196.57306333293673,197.5586051249411,197.55952904198784,197.57270112494007,197.57270112494007,201.5588469579816,201.55889274994843,201.5691961669363,201.5691961669363,202.39359508291818,3,0,0.8169176250230521,None,202.4085306249326,202.41703399992548,202.41703399992548,0.014871458988636732,202.41703399992548,204.4102556669386,3,1,1.9961030420381576,None,,,,,,,,,,,,197.57270112494007,201.5691961669363,201.5691961669363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,2,What atmospheric condition defined the scene?,"1. Foggy and misty
2. Bright sunlight
3. Partly cloudy",1,Negvi,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,4,0,1.5399619999807328,None,1,1,1.8566926670027897,None,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,204.4231379579287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.41484558291268,204.41493958292995,204.41498012491502,204.4231379579287,205.40764966700226,205.4085767499637,205.41847599996254,205.41847599996254,209.4026839999715,209.40271858300548,209.40625883289613,209.40625883289613,210.95431637496222,4,0,1.5399619999807328,None,210.9650263749063,210.9735029169824,210.9735029169824,0.010570249985903502,210.9735029169824,212.82605504198,1,1,1.8566926670027897,None,,,,,,,,,,,,205.41847599996254,209.40625883289613,209.40625883289613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,1,"Were there flowers in this jungle? If yes, which color?","1. Yes, purple
2. Yes, red
3. No",3,Negvi,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,4,0,1.2586924580391496,None,3,1,1.3224474999587983,None,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,212.83822012494784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.83087545796297,212.83094941696618,212.8309840830043,212.83822012494784,213.82458970800508,213.8282503329683,213.84062354196794,213.84062354196794,217.82478112494573,217.824848332908,217.83544337493367,217.83544337493367,219.105984875001,4,0,1.2586924580391496,None,219.12116858293302,219.1323067919584,219.1323067919584,0.014730209019035101,219.1323067919584,220.4540841249982,3,1,1.3224474999587983,None,,,,,,,,,,,,213.84062354196794,217.83544337493367,217.83544337493367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.46152262494434,220.47146683291066,221.45217750000302,222.45537566696294,space,0.9935345420381054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.45563862496056,222.47242366697174,225.45218020793982,226.7102426670026,space,1.251341124996543,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.73800058290362,226.7457377499668,229.70850691699889,230.25902337499429,space,0.5461152909556404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.25916254194453,230.25924049993046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-29_18h00.21.695,TEST_training_task,,2025.2.4,None,2026-03-29 18h00.22.687383 +0200,
